error_type,url,nombre,titulo,id_link_producto,precio_normal,precio_descuento,precio_por_unidad,unidad,descuentos,fecha,supermercado,producto_nombre,fecha_extraccion
,https://www.delimart.com.ar/zanahorias_el_kilo_a,Zanahorias el kilo a,,4299,2040.01,2040.01,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/limpiador_liquido_pisos_procenex_desinfectante_original_900_ml,Limpiador Líquido Pisos Procenex Desinfectante Original 900 Ml,,4373,3433.76,3433.76,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/galletitas-tipo-crackers-bulnez-pack-303-grs-752504/p,Galletitas tipo crackers Bulnez pack 303 grs,Carrefour,2824,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/osobuco-x-kg-678577/p,Osobuco x kg.,Carrefour,3241,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/fideos-tallarines-n7-terrabusi-500-g-729392/p,Fideos tallarines N7 Terrabusi 500 g.,Fideos tallarines N7 Terrabusi 500 g - Carrefour,2867,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/azucar-comun-carrefour-classic-tipo-a-en-bolsa-1-kg-723266/p,Azúcar común Carrefour classic tipo A en bolsa 1 kg.,Azúcar común Carrefour classic tipo A en bolsa 1 kg. - Carrefour,2963,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/azucar-comun-tipo-a-bella-vista-1-kg-421740/p,Azúcar comun tipo A Bella vista 1 kg.,Carrefour,2965,,,,,,,,,
,https://www.delimart.com.ar/alcohol_etilico_frau_1_lt,Alcohol Etilico Frau 1 Lt,,4394,4547.66,4547.66,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/pure-de-tomate-dona-pupa-tetra-520-g/p,Puré de tomate Doña Pupa tetra 520 g.,Carrefour,3023,,,,,,,,,
,https://www.delimart.com.ar/crema_dental_colgate_luminous_white_brilliant_90_gr,Crema Dental Colgate Luminous White Brilliant 90 Gr,,4339,7321.86,7321.86,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/acondicionador_estrella_200_ml,Acondicionador Estrella 200 Ml,,4324,4557.67,4557.67,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/desodorante_antit_rexona_antibacterial_89_g,Desodorante Antit Rexona Antibacterial 89 G,,4332,4584.42,4584.42,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/cafe_la_virginia_clasico_frasco_x100_gr,Café La Virginia Clasico Frasco x100 Gr,,4180,5702.27,5702.27,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/shampoo_dove_reconstruccion_completa_200_ml,Shampoo Dove Reconstrucción Completa 200 Ml,,4319,5186.36,5186.36,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/gaseosa-pomelo-schweppes-zero-225-lts-613051/p,"Gaseosa pomelo Schweppes Zero 2,25 lts",Carrefour,3068,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/gaseosa-naranja-cunnington-classic-pet-225-lts-721468/p,"Gaseosa naranja Cunnington classic pet 2,25 lts",Carrefour,3086,,,,,,,,,
,https://www.carrefour.com.ar/jabon-de-tocador-estrella-relajacion-3-x-130-g-661759/p,Jabón de tocador Estrella relajación 3 x 130 g.,,3300,4599,4599,11792.31,1 K.,Ninguno,2026-06-13,Carrefour,,
,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-legitimo-15-lt-15122/p,Aceite De Girasol Legitimo 15 Lt 15122,,2241,0.0,0.0,,,,,Dia,Aceite De Girasol Legitimo 15 Lt 15122,2026-06-13 18:34:40
,https://www.delimart.com.ar/suavizante_para_ropa_vivere_explosion_floral_x900_ml,Suavizante para Ropa Vivere Explosion Floral X900 Ml,,4370,3797.60,3797.60,0,,Ninguno,2026-06-13,Delimart,,
404,https://www.carrefour.com.ar/aceite-de-girasol-canuelas-900-cc/p,,Aceite de girasol Cañuelas 900 cc - Carrefour,2874,,,,,,,,,
,https://www.delimart.com.ar/alimento_para_perros_mordida_pequena_keiko_fraccionado_x15kg_sabor_carne_y_verduras,"Alimento para Perros Mordida Pequeña Keiko Fraccionado X1,5kg Sabor carne y verduras",,4397,2854.75,2854.75,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/yogur_bebible_de_vainilla_la_serenisima_nutricion_activa_x_900_gr,Yogur Bebible De Vainilla La Serenisima Nutricion Activa x 900 Gr,,3935,2024.02,2024.02,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/desodorante_rexona_aerosol_odorono_150_ml,Desodorante Rexona Aerosol Odorono 150 Ml,,4331,3927.92,3927.92,0,,Ninguno,2026-06-13,Delimart,,
exception,https://www.delimart.com.ar/dulce_de_leche_clasico_ilolay_405_gr,,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce4c1479]
	chromedriver!(No symbol) [0x7ff7ce4c177c]
	chromedriver!(No symbol) [0x7ff7ce511ef7]
	chromedriver!(No symbol) [0x7ff7ce50eaeb]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",3953,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/rollo-de-cocina-bulnez-doble-hoja-x3-40-panos-769300/p,Rollo de cocina Bulnez doble hoja x3 40 paños,Carrefour,3406,,,,,,,,,
,https://www.delimart.com.ar/shampoo_color_vive_elvive_loreal_paris_x_200_ml2,Shampoo Color Vive Elvive Loreal Paris X 200 Ml,,4317,5665.81,5665.81,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/shampoo_pantene_keratina_repara_y_protege_200_ml,Shampoo Pantene Keratina Repara y Protege 200 ml,,4316,5962.87,5962.87,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/crema_dental_odol_doble_accion_180_gr,Crema Dental Odol Doble Accion 180 Gr,,4336,5789.34,5789.34,0,,Ninguno,2026-06-13,Delimart,,
,https://www.carrefour.com.ar/mermelada-carrefour-classic-frutilla-454-grs-629266/p,Mermelada Carrefour Classic frutilla 454 grs,,3042,3190,2966.70,6534.58,1 K.,Ninguno,2026-06-13,Carrefour,,
no_disponible,https://www.carrefour.com.ar/galletitas-mana-sabor-chocolatada-136-g-704900/p,Galletitas Maná sabor chocolatada 136 g.,Carrefour,2752,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/desinfectante-elimina-olores-lysoform-original-aerosol-360-ml-688630/p,Desinfectante elimina olores Lysoform original aerosol 360 ml,Carrefour,3404,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/galletitas-pepa-arcor-183-grs-748628/p,Galletitas pepa Arcor 183 grs,Carrefour,2665,,,,,,,,,
,https://www.delimart.com.ar/crema_dental_odol_doble_accion_70_gr,Crema Dental Odol Doble Accion 70 Gr,,4337,2265.45,2265.45,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/te-en-saquitos-green-hills-50-u/p,Té en saquitos Green Hills 50 u.,Carrefour,3231,,,,,,,,,
exception,https://www.delimart.com.ar/acelga_por_1200g_aprox,,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce4c1479]
	chromedriver!(No symbol) [0x7ff7ce4c177c]
	chromedriver!(No symbol) [0x7ff7ce511ef7]
	chromedriver!(No symbol) [0x7ff7ce50eaeb]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",4291,,,,,,,,,
,https://www.delimart.com.ar/lavandina_esencial_tradicional_1_lt,Lavandina Esencial Tradicional 1 Lt,,4362,1486.90,1486.90,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/soda-bulnez-225-lts-728710/p,"Soda Bulnez 2,25 lts",Carrefour,3103,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/queso-rallado-milkaut-40-g-744749/p,Queso rallado Milkaut 40 g.,Carrefour,2929,,,,,,,,,
,https://www.delimart.com.ar/desodorante_dove_roll_on_insible_dry_50_ml,Desodorante Dove Roll On Insible Dry 50 Ml,,4329,4438.96,4438.96,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/papel_higienico_doble_hoja_felpita_4_un_x_20_mt2,Papel Higienico Doble Hoja Felpita 4 Un X 20 Mt,,4343,2297.85,2297.85,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/limpiador_liquido_pisos_procenex_desinfectante_original_18_lts,"Limpiador Líquido Pisos Procenex Desinfectante Original 1,8 Lts",,4374,6719.13,6719.13,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/queso_cremoso_cremigal_fracc_aprox_900g,Queso Cremoso Cremigal Fracc Aprox 900g,,3917,10928.24,9289.00,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/yogur-bebible-frutilla-la-serenisima-clasico-900-g-726990/p,Yogur bebible frutilla La SerenÍsima clásico 900 g.,Carrefour,2931,,,,,,,,,
exception,https://www.delimart.com.ar/cafe_instantaneo_nescafe_dolca_original_170_gr,,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce4c1479]
	chromedriver!(No symbol) [0x7ff7ce4c177c]
	chromedriver!(No symbol) [0x7ff7ce511ef7]
	chromedriver!(No symbol) [0x7ff7ce50eaeb]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",4188,,,,,,,,,
,https://www.delimart.com.ar/pasta_dental_colgate_triple_accion_180_gr,Pasta dental Colgate Triple Accion 180 Gr,,4338,7237.73,7237.73,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/alcohol_etilico_frau_500_cm,Alcohol Etilico Frau 500 Cm,,4393,2626.28,2626.28,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/cafe_la_virginia_clasico_frasco_x170_gr,Café La Virginia Clasico Frasco x170 Gr,,4185,8967.64,8967.64,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/toallita_femenina_ladysoft_confort_soft_x_8_uni,Toallita Femenina Ladysoft Confort Soft x 8 uni,,4352,1021.14,1021.14,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/queso-cremoso-sudamlac-x-kg-755753/p,Queso cremoso Sudamlac x kg,Carrefour,2922,,,,,,,,,
exception,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vino-circus-roble-malbec-x-750/,,"Message: timeout: Timed out receiving message from renderer: 6.239
  (Session info: chrome=149.0.7827.103)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce454439]
	chromedriver!(No symbol) [0x7ff7ce454121]
	chromedriver!(No symbol) [0x7ff7ce451e0b]
	chromedriver!(No symbol) [0x7ff7ce45272f]
	chromedriver!(No symbol) [0x7ff7ce461dea]
	chromedriver!(No symbol) [0x7ff7ce478a27]
	chromedriver!(No symbol) [0x7ff7ce4808ca]
	chromedriver!(No symbol) [0x7ff7ce452ef1]
	chromedriver!(No symbol) [0x7ff7ce478755]
	chromedriver!(No symbol) [0x7ff7ce50ee69]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",3612,,,,,,,,,
,https://www.delimart.com.ar/protector_diario_doncella_anatomicos_con_perfume_20_unid,Protector Diario Doncella Anatomicos Con Perfume 20 Unid.,,4350,1275.58,1275.58,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/shampoo_guisseny_x_900_ml_repara_granadacabellos_tenidos,Shampoo Guisseny X 900 Ml Repara Granada/Cabellos Teñidos,,4314,2761.56,2761.56,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/maggi-caldo-de-carne-menos-sodio-12-uni-723124/p,Maggi Caldo de Carne Menos Sodio 12 uni,Carrefour,3009,,,,,,,,,
,https://www.delimart.com.ar/cafe_dolca_suave_frasco_x170_gr,Café Dolca Suave Frasco x170 Gr,,4177,12726.72,12726.72,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/alimento_para_perros_adultos_raza_pequenas_infinity_8_kg,Alimento Para Perros Adultos Raza Pequeñas Infinity 8 Kg,,4402,29837.35,29837.35,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/alimento_para_perros_cachorros_keiko_max_8_kg,Alimento Para Perros Cachorros Keiko Max 8 Kg,,4401,23852.82,23852.82,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/alimento_para_perros_adultos_keiko_max_3_kg,Alimento Para Perros Adultos Keiko Max 3 Kg,,4400,8917.44,8917.44,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/vino-tinto-malbec-cosecha-elegido-norton-750-cc-586173/p,Vino tinto Malbec Cosecha Elegido Nortón 750 ml,Carrefour,3166,,,,,,,,,
404,https://www.carrefour.com.ar/mortadela-mini-con-pimienta-300-grs-730188/p,,Carrefour - Las mejores ofertas en supermercados,3264,,,,,,,,,
404,https://www.carrefour.com.ar/galletitas-mana-de-vainilla-livianas-fp-3x-136-g-704899/p,,Carrefour - Las mejores ofertas en supermercados,2671,,,,,,,,,
,https://www.delimart.com.ar/papel_higienico_elegante_aloe_vera_premium-max_4_rollos_x_80_m_x_10_cm,Papel Higienico Elegante Aloe Vera Premium-Max 4 rollos x 80 m x 10 Cm,,4341,6324.97,6324.97,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/yogur_bebible_sabor_frutilla_cremigal_900g,Yogur Bebible Sabor Frutilla Cremigal 900g,,3937,2174.05,1847.94,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/rollo_de_cocina_textura_mas_fuerte_3x40_panos_felpita,Rollo De Cocina Textura Mas Fuerte 3x40 Paños Felpita,,4386,2575.49,2575.49,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/galletitas-de-chocolate-macucas-85-g-744854/p,Galletitas de chocolate Macucas 85 g.,Galletitas de chocolate Macucas 85 g. - Carrefour,2682,,,,,,,,,
,https://www.delimart.com.ar/pera_el_kilo_a,Pera el kilo a,,4288,5000.00,5000.00,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/gaseosa-cola-cunnington-suave-sin-tacc-225-lts-723483/p,"Gaseosa cola Cunnington suave sin tacc 2,25 lts",Carrefour,3063,,,,,,,,,
,https://www.delimart.com.ar/crema_dental_colgate_herbal_x_90_gr,Crema Dental Colgate Herbal x 90 Gr,,4340,4382.20,4382.20,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/vinagre-de-alcohol-bulnez-500-ml-761713/p,Vinagre de alcohol Bulnez 500 ml,Vinagre de alcohol Bulnez 500 ml - Carrefour,2992,,,,,,,,,
,https://www.delimart.com.ar/jabon_liquido_floral_rain_algabo_300_ml,Jabon Liquido Floral Rain Algabo 300 Ml,,4348,2209.51,2209.51,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/shampoo_clear_men_anticaspa_caida_control_x200ml,Shampoo Clear Men Anticaspa Caida Control X200ML,,4315,6621.95,6621.95,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/crema_dental_kolynos_super_blanco_x_90_gr,Crema Dental Kolynos Super Blanco x 90 Gr,,4334,3028.09,3028.09,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/galletitas-de-avena-bulnez-con-chips-175-grs-758858/p,Galletitas de avena Bulnez con chips 175 grs,Carrefour,2784,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/vinagre-de-alcohol-menoyo-pet-250-g-585328/p,Vinagre de alcohol Menoyo pet 250 g.,Vinagre de alcohol pet 250 g - Carrefour,2994,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/gaseosa-pomelo-cunnignton-suave-sin-tacc-225-lts-723486/p,"Gaseosa pomelo Cunnignton suave sin tacc 2,25 lts",Carrefour,3064,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/alimento-a-base-de-queso-rallado-bulnez-en-sobre-40-g-740456/p,Alimento a base de queso rallado Bulnez en sobre 40 g.,Carrefour,2930,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/leche-en-polvo-entera-purisima-400-g/p,Leche en polvo entera Purísima 400 g.,Carrefour,2895,,,,,,,,,
,https://www.delimart.com.ar/limpiador_glade_liquido_floral_875_ml,Limpiador Glade Liquido Floral 875 ml,,4380,3223.05,3223.05,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/limpiador-liquido-aromatizante-poett-flores-de-primavera-900-ml-671375/p,Limpiador líquido aromatizante Poett flores de primavera 900 ml.,Carrefour,3397,,,,,,,,,
,https://www.delimart.com.ar/lavandina_heroe_x1_lt_clasica,Lavandina Heroe X1 LT Clasica,,4364,1102.43,937.07,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/lavandina_ayudin__triple_poder_pureza_glaciar_2l,Lavandina Ayudin Triple Poder Pureza Glaciar 2L,,4359,4401.83,4401.83,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/pollo-entero-congelado-el-mercado-x-kg-741361/p,Pollo entero congelado El Mercado x kg.,Carrefour,3249,,,,,,,,,
,https://diaonline.supermercadosdia.com.ar/huevos-grandes-blancos-don-ramon-6-ud-54365/p,Huevos Grandes Blancos Don Ramon 6 Ud 54365,,2284,0.0,0.0,,,,,Dia,Huevos Grandes Blancos Don Ramon 6 Ud 54365,2026-06-13 18:38:32
,https://www.delimart.com.ar/lysoform_en_aerosol_aire_de_montana_x_360_cc,Lysoform En Aerosol Aire De Montaña x 360 cc,,4385,4729.94,4729.94,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/blem_embellece_cera_liquida_incolora_800_cc,Blem Embellece Cera Líquida Incolora 800 CC,,4376,13313.80,13313.80,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/asado-novillo-x-kg-6631/p,Asado Novillo x kg.,Carrefour,3240,,,,,,,,,
404,https://www.carrefour.com.ar/alimento-seco-para-perro-dogui-adultos-8-kg-689084/p,,Alimento seco para perro Dogui adultos 8 kg - Carrefour,3421,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/galletitas-gold-mundo-anillos-chocolate-y-vainilla-250-g-621326/p,Galletitas Gold Mundo anillos chocolate y vainilla 250 g.,Galletitas Gold Mundo anillos chocolate y vainilla 250 g. - Carrefour,2801,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/gaseosa-tonica-cunnington-suave-sin-tacc-225-lts-723484/p,"Gaseosa tónica Cunnington suave sin tacc 2,25 lts",Carrefour,3069,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/galletitas-carrefour-classic-con-chips-chocolate-172-grs-664917/p,Galletitas Carrefour Classic con chips chocolate 172 grs,Carrefour,2751,,,,,,,,,
,https://www.delimart.com.ar/lavandina_esencial_tradicional_2_lt,Lavandina Esencial Tradicional 2 Lt,,4361,2634.77,2634.77,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/detergente_cif_bioactive_lima_500_ml,Detergente Cif Bioactive Lima 500 Ml,,4356,4686.35,4686.35,0,,Ninguno,2026-06-13,Delimart,,
exception,https://diaonline.supermercadosdia.com.ar/arvejas-secas-remojadas-sin-sal-dia-300-gr-280242/p,,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce4c1479]
	chromedriver!(No symbol) [0x7ff7ce4c177c]
	chromedriver!(No symbol) [0x7ff7ce511ef7]
	chromedriver!(No symbol) [0x7ff7ce50eaeb]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",4018,,,,,,,,,
,https://www.carrefour.com.ar/galletitas-de-avena-y-semilla-bulnez-175-grs-758859/p,Galletitas de avena y semilla Bulnez 175 grs,,2788,1307,1307,7468.57,1 K.,Ninguno,2026-06-13,Carrefour,,
,https://www.delimart.com.ar/zapallo_brasilero_mediano_2_kg_a_4_kg_aprox,Zapallo Brasilero MEDIANO (2 kg a 4 kg aprox),,4301,4725.00,4725.00,0,,Ninguno,2026-06-13,Delimart,,
404,https://www.carrefour.com.ar/queso-crema-la-paulina-tradicional-290-g/p,,Carrefour - Las mejores ofertas en supermercados,2907,,,,,,,,,
,https://www.delimart.com.ar/papel_higienico_texturado_simple_hoja_campanita_4_un_30_mts2,Papel Higienico Texturado Simple Hoja Campanita 4 Un 30 Mts,,4345,1306.81,1306.81,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/galleta-dulce-scons-terrabusi-160-g-682549/p,Galletitas dulces Scons Terrabusi 160 g.,Carrefour,2808,,,,,,,,,
,https://www.delimart.com.ar/shampoo_plusbelle_1lt_nutricion_cremosa,Shampoo Plusbelle 1lt Nutricion Cremosa,,4318,4118.74,4118.74,0,,Ninguno,2026-06-13,Delimart,,
